[ 2019-11-10 20:29:41,039 ] [ PARSER_XML ][ INFO ] [CNAME] Initialized parameters are {'CUSTOM_DATE_FILTER': '20190522', 'name': 'CNAME', 'EXPORT_DB': True, 'INSERT_MONGO': False, 'DUMPDIR': '/media/windows/AAM/windows/Shared_Win_Ubuntu/lubuntu_backup/Desktop/resources/MIXEDSET.zip', 'EXPORT_DIR': '/home/aamhabiby/Desktop/resources/20191110_2029', 'isZip': False, 'merge_versions': True, 'EXPORT_CSV': True}
[ 2019-11-10 20:29:41,040 ] [ PARSER_XML ][ INFO ] This seems to be a zip file (either by explicit option) or by the directory name split. Trying to unzip first.
[ 2019-11-10 20:29:45,474 ] [ PARSER_XML ][ INFO ] Extracted zip path is now : /media/windows/AAM/windows/Shared_Win_Ubuntu/lubuntu_backup/Desktop/resources/tmp
[ 2019-11-10 20:29:45,475 ] [ PARSER_XML ][ WARNING ] Date filter is overridden. Will use this filter for directory. 20190522
[ 2019-11-10 20:29:45,476 ] [ PARSER_XML ][ INFO ] Total files to be processed are : 6
[ 2019-11-10 20:29:45,496 ] [ PARSER_XML ][ INFO ] Extracted a gz file /media/windows/AAM/windows/Shared_Win_Ubuntu/lubuntu_backup/Desktop/resources/tmp/MIXEDSET/20190522/NE163570/ALL_NOI6266_Al Wakrah Stadium_1556669685.xml.gz
[ 2019-11-10 20:29:45,498 ] [ PARSER_XML ][ INFO ] Extracted a gz file /media/windows/AAM/windows/Shared_Win_Ubuntu/lubuntu_backup/Desktop/resources/tmp/MIXEDSET/31264136/AUTOBAKDATA20190522030431/GNBCFG.XML.gz
[ 2019-11-10 20:29:45,506 ] [ PARSER_XML ][ INFO ] Extracted a gz file /media/windows/AAM/windows/Shared_Win_Ubuntu/lubuntu_backup/Desktop/resources/tmp/MIXEDSET/20190522/GExport_@OS1608_Umm-Salal-Muhammad_10.134.5.44_20150908030328.xml.gz
[ 2019-11-10 20:29:45,525 ] [ PARSER_XML ][ INFO ] NE Date found is : 20190501
[ 2019-11-10 20:29:45,536 ] [ PARSER_XML ][ INFO ] NE Date found is : 20150908
[ 2019-11-10 20:29:45,546 ] [ PARSER_XML ][ INFO ] NENAME found for this file is NDS1459_GTC-Camp
[ 2019-11-10 20:29:45,557 ] [ PARSER_XML ][ INFO ] Extracted a gz file /media/windows/AAM/windows/Shared_Win_Ubuntu/lubuntu_backup/Desktop/resources/tmp/MIXEDSET/3221290530/AUTOBAKDATA20190522030538/CFGDATA.XML.gz
[ 2019-11-10 20:29:45,569 ] [ PARSER_XML ][ INFO ] NE Date found is : 20190429
[ 2019-11-10 20:29:45,580 ] [ PARSER_XML ][ INFO ] Extracted a gz file /media/windows/AAM/windows/Shared_Win_Ubuntu/lubuntu_backup/Desktop/resources/tmp/MIXEDSET/20190522/NE163562/ALL_LDS1028_QSTP_1556496952.xml.gz
[ 2019-11-10 20:29:45,786 ] [ PARSER_XML ][ INFO ] NENAME found for this file is DS1593_Ind-Area-South-I
[ 2019-11-10 20:29:45,833 ] [ PARSER_XML ][ INFO ] NE Date found is : 20190429
[ 2019-11-10 20:29:45,921 ] [ PARSER_XML ][ INFO ] NE Date found is : 20190522
[ 2019-11-10 20:29:49,875 ] [ PARSER_XML ][ INFO ] Extracted a gz file /media/windows/AAM/windows/Shared_Win_Ubuntu/lubuntu_backup/Desktop/resources/tmp/MIXEDSET/20190522/GExport_RNCH01_10.200.172.158_20150805030457.xml.gz
[ 2019-11-10 20:29:58,479 ] [ PARSER_XML ][ INFO ] NE Date found is : 20150805
[ 2019-11-10 20:32:27,061 ] [ PARSER_XML ][ INFO ] [CNAME] Initialized parameters are {'CUSTOM_DATE_FILTER': '20190522', 'name': 'CNAME', 'EXPORT_DB': True, 'INSERT_MONGO': False, 'DUMPDIR': '/media/windows/AAM/windows/Shared_Win_Ubuntu/lubuntu_backup/Desktop/resources/MIXEDSET.zip', 'EXPORT_DIR': '/home/aamhabiby/Desktop/resources/20191110_2032', 'isZip': False, 'merge_versions': True, 'EXPORT_CSV': True}
[ 2019-11-10 20:32:27,061 ] [ PARSER_XML ][ INFO ] This seems to be a zip file (either by explicit option) or by the directory name split. Trying to unzip first.
[ 2019-11-10 20:32:31,038 ] [ PARSER_XML ][ INFO ] Extracted zip path is now : /media/windows/AAM/windows/Shared_Win_Ubuntu/lubuntu_backup/Desktop/resources/tmp
[ 2019-11-10 20:32:31,038 ] [ PARSER_XML ][ WARNING ] Date filter is overridden. Will use this filter for directory. 20190522
[ 2019-11-10 20:32:31,040 ] [ PARSER_XML ][ INFO ] Total files to be processed are : 6
[ 2019-11-10 20:32:31,057 ] [ PARSER_XML ][ ERROR ] An exception occurred while running the main run function. Exiting the thread now. Please make sure the delete the uploaded files and extracted files before next operation.
[ 2019-11-10 20:32:44,773 ] [ PARSER_XML ][ INFO ] [CNAME] Initialized parameters are {'CUSTOM_DATE_FILTER': '20190522', 'name': 'CNAME', 'EXPORT_DB': True, 'INSERT_MONGO': False, 'DUMPDIR': '/media/windows/AAM/windows/Shared_Win_Ubuntu/lubuntu_backup/Desktop/resources/MIXEDSET.zip', 'EXPORT_DIR': '/home/aamhabiby/Desktop/resources/20191110_2032', 'isZip': False, 'merge_versions': True, 'EXPORT_CSV': True}
[ 2019-11-10 20:32:44,773 ] [ PARSER_XML ][ INFO ] This seems to be a zip file (either by explicit option) or by the directory name split. Trying to unzip first.
[ 2019-11-10 20:32:48,920 ] [ PARSER_XML ][ INFO ] Extracted zip path is now : /media/windows/AAM/windows/Shared_Win_Ubuntu/lubuntu_backup/Desktop/resources/tmp
[ 2019-11-10 20:32:48,920 ] [ PARSER_XML ][ WARNING ] Date filter is overridden. Will use this filter for directory. 20190522
[ 2019-11-10 20:32:48,922 ] [ PARSER_XML ][ INFO ] Total files to be processed are : 6
[ 2019-11-10 20:32:48,937 ] [ PARSER_XML ][ ERROR ] An exception occurred while running the main run function. Exiting the thread now. Please make sure the delete the uploaded files and extracted files before next operation.
